query,species.name,db,sp,genus,family,order,class,phylum,kingdom
Calluna vulgaris,Calluna vulgaris,ncbi,Calluna vulgaris,Calluna,Ericaceae,Ericales,Magnoliopsida,Streptophyta,Viridiplantae
Vaccinium myrtillus,Vaccinium myrtillus,ncbi,Vaccinium myrtillus,Vaccinium,Ericaceae,Ericales,Magnoliopsida,Streptophyta,Viridiplantae
Anagallis arvensis,Anagallis arvensis,ncbi,Anagallis arvensis,Anagallis,Primulaceae,Ericales,Magnoliopsida,Streptophyta,Viridiplantae
Primula veris,Primula veris,ncbi,Primula veris,Primula,Primulaceae,Ericales,Magnoliopsida,Streptophyta,Viridiplantae
Primula vulgaris,Primula vulgaris,ncbi,Primula vulgaris,Primula,Primulaceae,Ericales,Magnoliopsida,Streptophyta,Viridiplantae
Galega officinalis,Galega officinalis,ncbi,Galega officinalis,Galega,Fabaceae,Fabales,Magnoliopsida,Streptophyta,Viridiplantae
Laburnum,Laburnum,ncbi,NA,Laburnum,Fabaceae,Fabales,Magnoliopsida,Streptophyta,Viridiplantae
Lathyrus latifolius,Lathyrus latifolius,ncbi,Lathyrus latifolius,Lathyrus,Fabaceae,Fabales,Magnoliopsida,Streptophyta,Viridiplantae
Lathyrus pratensis,Lathyrus pratensis,ncbi,Lathyrus pratensis,Lathyrus,Fabaceae,Fabales,Magnoliopsida,Streptophyta,Viridiplantae
Lotus corniculatus,Lotus corniculatus,ncbi,Lotus corniculatus,Lotus,Fabaceae,Fabales,Magnoliopsida,Streptophyta,Viridiplantae
Lotus pedunculatus,Lotus pedunculatus,ncbi,Lotus pedunculatus,Lotus,Fabaceae,Fabales,Magnoliopsida,Streptophyta,Viridiplantae
Medicago lupulina,Medicago lupulina,ncbi,Medicago lupulina,Medicago,Fabaceae,Fabales,Magnoliopsida,Streptophyta,Viridiplantae
Melilotus albus,Melilotus albus,ncbi,Melilotus albus,Melilotus,Fabaceae,Fabales,Magnoliopsida,Streptophyta,Viridiplantae
Melilotus altissimus,Melilotus altissimus,ncbi,Melilotus altissimus,Melilotus,Fabaceae,Fabales,Magnoliopsida,Streptophyta,Viridiplantae
Melilotus officinalis,Melilotus officinalis,ncbi,Melilotus officinalis,Melilotus,Fabaceae,Fabales,Magnoliopsida,Streptophyta,Viridiplantae
Onobrychis viciifolia,Onobrychis viciifolia,ncbi,Onobrychis viciifolia,Onobrychis,Fabaceae,Fabales,Magnoliopsida,Streptophyta,Viridiplantae
Ononis repens,Ononis repens,ncbi,Ononis repens,Ononis,Fabaceae,Fabales,Magnoliopsida,Streptophyta,Viridiplantae
Trifolium campestre,Trifolium campestre,ncbi,Trifolium campestre,Trifolium,Fabaceae,Fabales,Magnoliopsida,Streptophyta,Viridiplantae
Trifolium dubium,Trifolium dubium,ncbi,Trifolium dubium,Trifolium,Fabaceae,Fabales,Magnoliopsida,Streptophyta,Viridiplantae
Trifolium fragiferum,Trifolium fragiferum,ncbi,Trifolium fragiferum,Trifolium,Fabaceae,Fabales,Magnoliopsida,Streptophyta,Viridiplantae
Trifolium medium,Trifolium medium,ncbi,Trifolium medium,Trifolium,Fabaceae,Fabales,Magnoliopsida,Streptophyta,Viridiplantae
Trifolium pratense,Trifolium pratense,ncbi,Trifolium pratense,Trifolium,Fabaceae,Fabales,Magnoliopsida,Streptophyta,Viridiplantae
Trifolium repens,Trifolium repens,ncbi,Trifolium repens,Trifolium,Fabaceae,Fabales,Magnoliopsida,Streptophyta,Viridiplantae
Vicia cracca,Vicia cracca,ncbi,Vicia cracca,Vicia,Fabaceae,Fabales,Magnoliopsida,Streptophyta,Viridiplantae
Vicia sepium,Vicia sepium,ncbi,Vicia sepium,Vicia,Fabaceae,Fabales,Magnoliopsida,Streptophyta,Viridiplantae
Polygala calcarea,Polygala calcarea,ncbi,Polygala calcarea,Polygala,Polygalaceae,Fabales,Magnoliopsida,Streptophyta,Viridiplantae
Polygala serpyllifolia,Polygala serpyllifolia,ncbi,Polygala serpyllifolia,Polygala,Polygalaceae,Fabales,Magnoliopsida,Streptophyta,Viridiplantae
Polygala vulgaris,Polygala vulgaris,ncbi,Polygala vulgaris,Polygala,Polygalaceae,Fabales,Magnoliopsida,Streptophyta,Viridiplantae
Alnus glutinosa,Alnus glutinosa,ncbi,Alnus glutinosa,Alnus,Betulaceae,Fagales,Magnoliopsida,Streptophyta,Viridiplantae
Betula,Betula,ncbi,NA,Betula,Betulaceae,Fagales,Magnoliopsida,Streptophyta,Viridiplantae
Betula pendula,Betula pendula,ncbi,Betula pendula,Betula,Betulaceae,Fagales,Magnoliopsida,Streptophyta,Viridiplantae
Carpinus betulus,Carpinus betulus,ncbi,Carpinus betulus,Carpinus,Betulaceae,Fagales,Magnoliopsida,Streptophyta,Viridiplantae
Corylus avellana,Corylus avellana,ncbi,Corylus avellana,Corylus,Betulaceae,Fagales,Magnoliopsida,Streptophyta,Viridiplantae
Fagus sylvatica,Fagus sylvatica,ncbi,Fagus sylvatica,Fagus,Fagaceae,Fagales,Magnoliopsida,Streptophyta,Viridiplantae
Quercus,Quercus,ncbi,NA,Quercus,Fagaceae,Fagales,Magnoliopsida,Streptophyta,Viridiplantae
Quercus robur,Quercus robur,ncbi,Quercus robur,Quercus,Fagaceae,Fagales,Magnoliopsida,Streptophyta,Viridiplantae
Vinca minor,Vinca minor,ncbi,Vinca minor,Vinca,Apocynaceae,Gentianales,Magnoliopsida,Streptophyta,Viridiplantae
Gentianella amarella,Gentianella amarella,ncbi,Gentianella amarella,Gentianella,Gentianaceae,Gentianales,Magnoliopsida,Streptophyta,Viridiplantae
Gentianella germanica,Gentianella germanica,ncbi,Gentianella germanica,Gentianella,Gentianaceae,Gentianales,Magnoliopsida,Streptophyta,Viridiplantae
Asperula cynanchica,Asperula cynanchica,ncbi,Asperula cynanchica,Asperula,Rubiaceae,Gentianales,Magnoliopsida,Streptophyta,Viridiplantae
Galium aparine,Galium aparine,ncbi,Galium aparine,Galium,Rubiaceae,Gentianales,Magnoliopsida,Streptophyta,Viridiplantae
Galium odoratum,Galium odoratum,ncbi,Galium odoratum,Galium,Rubiaceae,Gentianales,Magnoliopsida,Streptophyta,Viridiplantae
Galium saxatile,Galium saxatile,ncbi,Galium saxatile,Galium,Rubiaceae,Gentianales,Magnoliopsida,Streptophyta,Viridiplantae
Galium uliginosum,Galium uliginosum,ncbi,Galium uliginosum,Galium,Rubiaceae,Gentianales,Magnoliopsida,Streptophyta,Viridiplantae
Geranium dissectum,Geranium dissectum,ncbi,Geranium dissectum,Geranium,Geraniaceae,Geraniales,Magnoliopsida,Streptophyta,Viridiplantae
Geranium phaeum,Geranium phaeum,ncbi,Geranium phaeum,Geranium,Geraniaceae,Geraniales,Magnoliopsida,Streptophyta,Viridiplantae
Geranium pyrenaicum,Geranium pyrenaicum,ncbi,Geranium pyrenaicum,Geranium,Geraniaceae,Geraniales,Magnoliopsida,Streptophyta,Viridiplantae
Geranium robertianum,Geranium robertianum,ncbi,Geranium robertianum,Geranium,Geraniaceae,Geraniales,Magnoliopsida,Streptophyta,Viridiplantae
Ajuga reptans,Ajuga reptans,ncbi,Ajuga reptans,Ajuga,Lamiaceae,Lamiales,Magnoliopsida,Streptophyta,Viridiplantae
Ballota nigra,Ballota nigra,ncbi,Ballota nigra,Ballota,Lamiaceae,Lamiales,Magnoliopsida,Streptophyta,Viridiplantae
Stachys officinalis,Stachys officinalis,ncbi,Betonica officinalis,Betonica,Lamiaceae,Lamiales,Magnoliopsida,Streptophyta,Viridiplantae
Clinopodium vulgare,Clinopodium vulgare,ncbi,Clinopodium vulgare,Clinopodium,Lamiaceae,Lamiales,Magnoliopsida,Streptophyta,Viridiplantae
Glechoma hederacea,Glechoma hederacea,ncbi,Glechoma hederacea,Glechoma,Lamiaceae,Lamiales,Magnoliopsida,Streptophyta,Viridiplantae
Lamiastrum galeobdolon,Lamiastrum galeobdolon,ncbi,Lamium galeobdolon,Lamium,Lamiaceae,Lamiales,Magnoliopsida,Streptophyta,Viridiplantae
Lamium album,Lamium album,ncbi,Lamium album,Lamium,Lamiaceae,Lamiales,Magnoliopsida,Streptophyta,Viridiplantae
Lamium hybridum,Lamium hybridum,ncbi,Lamium purpureum,Lamium,Lamiaceae,Lamiales,Magnoliopsida,Streptophyta,Viridiplantae
Lycopus europaeus,Lycopus europaeus,ncbi,Lycopus europaeus,Lycopus,Lamiaceae,Lamiales,Magnoliopsida,Streptophyta,Viridiplantae
Mentha aquatica,Mentha aquatica,ncbi,Mentha aquatica,Mentha,Lamiaceae,Lamiales,Magnoliopsida,Streptophyta,Viridiplantae
Mentha arvensis,Mentha arvensis,ncbi,Mentha arvensis,Mentha,Lamiaceae,Lamiales,Magnoliopsida,Streptophyta,Viridiplantae
Origanum vulgare,Origanum vulgare,ncbi,Origanum vulgare,Origanum,Lamiaceae,Lamiales,Magnoliopsida,Streptophyta,Viridiplantae
Prunella vulgaris,Prunella vulgaris,ncbi,Prunella vulgaris,Prunella,Lamiaceae,Lamiales,Magnoliopsida,Streptophyta,Viridiplantae
Stachys palustris,Stachys palustris,ncbi,Stachys palustris,Stachys,Lamiaceae,Lamiales,Magnoliopsida,Streptophyta,Viridiplantae
Stachys sylvatica,Stachys sylvatica,ncbi,Stachys sylvatica,Stachys,Lamiaceae,Lamiales,Magnoliopsida,Streptophyta,Viridiplantae
Thymus polytrichus,Thymus polytrichus,ncbi,Thymus praecox,Thymus,Lamiaceae,Lamiales,Magnoliopsida,Streptophyta,Viridiplantae
Fraxinus excelsior,Fraxinus excelsior,ncbi,Fraxinus excelsior,Fraxinus,Oleaceae,Lamiales,Magnoliopsida,Streptophyta,Viridiplantae
Ligustrum vulgare,Ligustrum vulgare,ncbi,Ligustrum vulgare,Ligustrum,Oleaceae,Lamiales,Magnoliopsida,Streptophyta,Viridiplantae
Castilleja tenuiflora,Castilleja tenuiflora,ncbi,Castilleja tenuiflora,Castilleja,Orobanchaceae,Lamiales,Magnoliopsida,Streptophyta,Viridiplantae
Odontites verna,Odontites verna,ncbi,Odontites vernus,Odontites,Orobanchaceae,Lamiales,Magnoliopsida,Streptophyta,Viridiplantae
Antirrhinum majus,Antirrhinum majus,ncbi,Antirrhinum majus,Antirrhinum,Plantaginaceae,Lamiales,Magnoliopsida,Streptophyta,Viridiplantae
Cymbalaria muralis,Cymbalaria muralis,ncbi,Cymbalaria muralis,Cymbalaria,Plantaginaceae,Lamiales,Magnoliopsida,Streptophyta,Viridiplantae
Digitalis purpurea,Digitalis purpurea,ncbi,Digitalis purpurea,Digitalis,Plantaginaceae,Lamiales,Magnoliopsida,Streptophyta,Viridiplantae
Linaria repens,Linaria repens,ncbi,Linaria repens,Linaria,Plantaginaceae,Lamiales,Magnoliopsida,Streptophyta,Viridiplantae
Linaria vulgaris,Linaria vulgaris,ncbi,Linaria vulgaris,Linaria,Plantaginaceae,Lamiales,Magnoliopsida,Streptophyta,Viridiplantae
Plantago lanceolata,Plantago lanceolata,ncbi,Plantago lanceolata,Plantago,Plantaginaceae,Lamiales,Magnoliopsida,Streptophyta,Viridiplantae
Plantago major,Plantago major,ncbi,Plantago major,Plantago,Plantaginaceae,Lamiales,Magnoliopsida,Streptophyta,Viridiplantae
Plantago media,Plantago media,ncbi,Plantago media,Plantago,Plantaginaceae,Lamiales,Magnoliopsida,Streptophyta,Viridiplantae
Veronica arvensis,Veronica arvensis,ncbi,Veronica arvensis,Veronica,Plantaginaceae,Lamiales,Magnoliopsida,Streptophyta,Viridiplantae
Veronica beccabunga,Veronica beccabunga,ncbi,Veronica beccabunga,Veronica,Plantaginaceae,Lamiales,Magnoliopsida,Streptophyta,Viridiplantae
Veronica chamaedrys,Veronica chamaedrys,ncbi,Veronica chamaedrys,Veronica,Plantaginaceae,Lamiales,Magnoliopsida,Streptophyta,Viridiplantae
Veronica filiformis,Veronica filiformis,ncbi,Veronica filiformis,Veronica,Plantaginaceae,Lamiales,Magnoliopsida,Streptophyta,Viridiplantae
Veronica hederifolia,Veronica hederifolia,ncbi,Veronica hederifolia,Veronica,Plantaginaceae,Lamiales,Magnoliopsida,Streptophyta,Viridiplantae
Veronica montana,Veronica montana,ncbi,Veronica montana,Veronica,Plantaginaceae,Lamiales,Magnoliopsida,Streptophyta,Viridiplantae
Veronica officinalis,Veronica officinalis,ncbi,Veronica officinalis,Veronica,Plantaginaceae,Lamiales,Magnoliopsida,Streptophyta,Viridiplantae
Veronica serpyllifolia,Veronica serpyllifolia,ncbi,Veronica serpyllifolia,Veronica,Plantaginaceae,Lamiales,Magnoliopsida,Streptophyta,Viridiplantae
Buddleia davidii,Buddleia davidii,ncbi,Buddleja davidii,Buddleja,Scrophulariaceae,Lamiales,Magnoliopsida,Streptophyta,Viridiplantae
Scrophularia auriculata,Scrophularia auriculata,ncbi,Scrophularia auriculata,Scrophularia,Scrophulariaceae,Lamiales,Magnoliopsida,Streptophyta,Viridiplantae
Scrophularia nodosa,Scrophularia nodosa,ncbi,Scrophularia nodosa,Scrophularia,Scrophulariaceae,Lamiales,Magnoliopsida,Streptophyta,Viridiplantae
Scrophularia vernalis,Scrophularia vernalis,ncbi,Scrophularia vernalis,Scrophularia,Scrophulariaceae,Lamiales,Magnoliopsida,Streptophyta,Viridiplantae
Verbascum nigrum,Verbascum nigrum,ncbi,Verbascum nigrum,Verbascum,Scrophulariaceae,Lamiales,Magnoliopsida,Streptophyta,Viridiplantae
Verbascum thapsus,Verbascum thapsus,ncbi,Verbascum thapsus,Verbascum,Scrophulariaceae,Lamiales,Magnoliopsida,Streptophyta,Viridiplantae
Erythronium grandiflorum,Erythronium grandiflorum,ncbi,Erythronium grandiflorum,Erythronium,Liliaceae,Liliales,Magnoliopsida,Streptophyta,Viridiplantae
Euphorbia amygdaloides,Euphorbia amygdaloides,ncbi,Euphorbia amygdaloides,Euphorbia,Euphorbiaceae,Malpighiales,Magnoliopsida,Streptophyta,Viridiplantae
Euphorbia exigua,Euphorbia exigua,ncbi,Euphorbia exigua,Euphorbia,Euphorbiaceae,Malpighiales,Magnoliopsida,Streptophyta,Viridiplantae
Euphorbia helioscopia,Euphorbia helioscopia,ncbi,Euphorbia helioscopia,Euphorbia,Euphorbiaceae,Malpighiales,Magnoliopsida,Streptophyta,Viridiplantae
Mercurialis perennis,Mercurialis perennis,ncbi,Mercurialis perennis,Mercurialis,Euphorbiaceae,Malpighiales,Magnoliopsida,Streptophyta,Viridiplantae
Hypericum hirsutum,Hypericum hirsutum,ncbi,Hypericum hirsutum,Hypericum,Hypericaceae,Malpighiales,Magnoliopsida,Streptophyta,Viridiplantae
Hypericum perforatum,Hypericum perforatum,ncbi,Hypericum perforatum,Hypericum,Hypericaceae,Malpighiales,Magnoliopsida,Streptophyta,Viridiplantae
Hypericum pulchrum,Hypericum pulchrum,ncbi,Hypericum pulchrum,Hypericum,Hypericaceae,Malpighiales,Magnoliopsida,Streptophyta,Viridiplantae
Linum catharticum,Linum catharticum,ncbi,Linum catharticum,Linum,Linaceae,Malpighiales,Magnoliopsida,Streptophyta,Viridiplantae
Populus nigra,Populus nigra,ncbi,Populus nigra,Populus,Salicaceae,Malpighiales,Magnoliopsida,Streptophyta,Viridiplantae
Populus tremula,Populus tremula,ncbi,Populus tremula,Populus,Salicaceae,Malpighiales,Magnoliopsida,Streptophyta,Viridiplantae
Populus x canescens,Populus x canescens,ncbi,Populus tremula x Populus alba,Populus,Salicaceae,Malpighiales,Magnoliopsida,Streptophyta,Viridiplantae
Salix caprea,Salix caprea,ncbi,Salix caprea,Salix,Salicaceae,Malpighiales,Magnoliopsida,Streptophyta,Viridiplantae
Salix fragilis,Salix fragilis,ncbi,Salix fragilis,Salix,Salicaceae,Malpighiales,Magnoliopsida,Streptophyta,Viridiplantae
Salix purpurea,Salix purpurea,ncbi,Salix purpurea,Salix,Salicaceae,Malpighiales,Magnoliopsida,Streptophyta,Viridiplantae
Salix triandra,Salix triandra,ncbi,Salix triandra,Salix,Salicaceae,Malpighiales,Magnoliopsida,Streptophyta,Viridiplantae
Salix viminalis,Salix viminalis,ncbi,Salix viminalis,Salix,Salicaceae,Malpighiales,Magnoliopsida,Streptophyta,Viridiplantae
Viola hirta,Viola hirta,ncbi,Viola hirta,Viola,Violaceae,Malpighiales,Magnoliopsida,Streptophyta,Viridiplantae
Viola odorata,Viola odorata,ncbi,Viola odorata,Viola,Violaceae,Malpighiales,Magnoliopsida,Streptophyta,Viridiplantae
Viola reichenbachiana,Viola reichenbachiana,ncbi,Viola reichenbachiana,Viola,Violaceae,Malpighiales,Magnoliopsida,Streptophyta,Viridiplantae
Viola riviniana,Viola riviniana,ncbi,Viola riviniana,Viola,Violaceae,Malpighiales,Magnoliopsida,Streptophyta,Viridiplantae
Helianthemum nummularium,Helianthemum nummularium,ncbi,Helianthemum nummularium,Helianthemum,Cistaceae,Malvales,Magnoliopsida,Streptophyta,Viridiplantae
Malva moschata ,Malva moschata ,ncbi,Malva moschata,Malva,Malvaceae,Malvales,Magnoliopsida,Streptophyta,Viridiplantae
Malva sylvestris,Malva sylvestris,ncbi,Malva sylvestris,Malva,Malvaceae,Malvales,Magnoliopsida,Streptophyta,Viridiplantae
Tilia x europaea,Tilia x europaea,ncbi,Tilia x europaea,Tilia,Malvaceae,Malvales,Magnoliopsida,Streptophyta,Viridiplantae
Daphne laureola ,Daphne laureola ,ncbi,Daphne laureola,Daphne,Thymelaeaceae,Malvales,Magnoliopsida,Streptophyta,Viridiplantae
Daphne mezereum,Daphne mezereum,ncbi,Daphne mezereum,Daphne,Thymelaeaceae,Malvales,Magnoliopsida,Streptophyta,Viridiplantae
Lythrum salicaria,Lythrum salicaria,ncbi,Lythrum salicaria,Lythrum,Lythraceae,Myrtales,Magnoliopsida,Streptophyta,Viridiplantae
Chamaenerion angustifolium,Chamaenerion angustifolium,ncbi,Chamaenerion angustifolium,Chamaenerion,Onagraceae,Myrtales,Magnoliopsida,Streptophyta,Viridiplantae
Circaea lutetiana,Circaea lutetiana,ncbi,Circaea lutetiana,Circaea,Onagraceae,Myrtales,Magnoliopsida,Streptophyta,Viridiplantae
Epilobium ciliatum,Epilobium ciliatum,ncbi,Epilobium ciliatum,Epilobium,Onagraceae,Myrtales,Magnoliopsida,Streptophyta,Viridiplantae
Epilobium hirsutum,Epilobium hirsutum,ncbi,Epilobium hirsutum,Epilobium,Onagraceae,Myrtales,Magnoliopsida,Streptophyta,Viridiplantae
Epilobium montanum,Epilobium montanum,ncbi,Epilobium montanum,Epilobium,Onagraceae,Myrtales,Magnoliopsida,Streptophyta,Viridiplantae
Epilobium parviflorum,Epilobium parviflorum,ncbi,Epilobium parviflorum,Epilobium,Onagraceae,Myrtales,Magnoliopsida,Streptophyta,Viridiplantae
Oxalis acetosella,Oxalis acetosella,ncbi,Oxalis acetosella,Oxalis,Oxalidaceae,Oxalidales,Magnoliopsida,Streptophyta,Viridiplantae
Carex acutiformis,Carex acutiformis,ncbi,Carex acutiformis,Carex,Cyperaceae,Poales,Magnoliopsida,Streptophyta,Viridiplantae
Carex caryophyllea,Carex caryophyllea,ncbi,Carex caryophyllea,Carex,Cyperaceae,Poales,Magnoliopsida,Streptophyta,Viridiplantae
Carex disticha,Carex disticha,ncbi,Carex disticha,Carex,Cyperaceae,Poales,Magnoliopsida,Streptophyta,Viridiplantae
Carex hirta,Carex hirta,ncbi,Carex hirta,Carex,Cyperaceae,Poales,Magnoliopsida,Streptophyta,Viridiplantae
Carex panicea,Carex panicea,ncbi,Carex panicea,Carex,Cyperaceae,Poales,Magnoliopsida,Streptophyta,Viridiplantae
Carex paniculata ,Carex paniculata ,ncbi,Carex paniculata,Carex,Cyperaceae,Poales,Magnoliopsida,Streptophyta,Viridiplantae
Carex sylvatica,Carex sylvatica,ncbi,Carex sylvatica,Carex,Cyperaceae,Poales,Magnoliopsida,Streptophyta,Viridiplantae
Schoenoplectus lacustris,Schoenoplectus lacustris,ncbi,Schoenoplectus lacustris,Schoenoplectus,Cyperaceae,Poales,Magnoliopsida,Streptophyta,Viridiplantae
Juncus effusus,Juncus effusus,ncbi,Juncus effusus,Juncus,Juncaceae,Poales,Magnoliopsida,Streptophyta,Viridiplantae
Juncus inflexus,Juncus inflexus,ncbi,Juncus inflexus,Juncus,Juncaceae,Poales,Magnoliopsida,Streptophyta,Viridiplantae
Juncus subnodulosus,Juncus subnodulosus,ncbi,Juncus subnodulosus,Juncus,Juncaceae,Poales,Magnoliopsida,Streptophyta,Viridiplantae
Luzula campestris,Luzula campestris,ncbi,Luzula campestris,Luzula,Juncaceae,Poales,Magnoliopsida,Streptophyta,Viridiplantae
Luzula pilosa,Luzula pilosa,ncbi,Luzula pilosa,Luzula,Juncaceae,Poales,Magnoliopsida,Streptophyta,Viridiplantae
Alopecurus geniculatus,Alopecurus geniculatus,ncbi,Alopecurus geniculatus,Alopecurus,Poaceae,Poales,Magnoliopsida,Streptophyta,Viridiplantae
Alopecurus myosuroides,Alopecurus myosuroides,ncbi,Alopecurus myosuroides,Alopecurus,Poaceae,Poales,Magnoliopsida,Streptophyta,Viridiplantae
Alopecurus pratensis,Alopecurus pratensis,ncbi,Alopecurus pratensis,Alopecurus,Poaceae,Poales,Magnoliopsida,Streptophyta,Viridiplantae
Anthoxanthum odoratum,Anthoxanthum odoratum,ncbi,Anthoxanthum odoratum,Anthoxanthum,Poaceae,Poales,Magnoliopsida,Streptophyta,Viridiplantae
Arrhenatherum elatius,Arrhenatherum elatius,ncbi,Arrhenatherum elatius,Arrhenatherum,Poaceae,Poales,Magnoliopsida,Streptophyta,Viridiplantae
Avena fatua,Avena fatua,ncbi,Avena fatua,Avena,Poaceae,Poales,Magnoliopsida,Streptophyta,Viridiplantae
Avena sativa,Avena sativa,ncbi,Avena sativa,Avena,Poaceae,Poales,Magnoliopsida,Streptophyta,Viridiplantae
Deschampsia flexuosa,Deschampsia flexuosa,ncbi,Avenella flexuosa,Avenella,Poaceae,Poales,Magnoliopsida,Streptophyta,Viridiplantae
Helictotrichon pubescens,Helictotrichon pubescens,ncbi,Avenula pubescens,Avenula,Poaceae,Poales,Magnoliopsida,Streptophyta,Viridiplantae
Brachypodium pinnatum,Brachypodium pinnatum,ncbi,Brachypodium pinnatum,Brachypodium,Poaceae,Poales,Magnoliopsida,Streptophyta,Viridiplantae
Brachypodium sylvaticum ,Brachypodium sylvaticum ,ncbi,Brachypodium sylvaticum,Brachypodium,Poaceae,Poales,Magnoliopsida,Streptophyta,Viridiplantae
Briza media,Briza media,ncbi,Briza media,Briza,Poaceae,Poales,Magnoliopsida,Streptophyta,Viridiplantae
Anisantha sterilis,Anisantha sterilis,ncbi,Bromus sterilis,Bromus,Poaceae,Poales,Magnoliopsida,Streptophyta,Viridiplantae
Bromus erectus,Bromus erectus,ncbi,Bromus erectus,Bromus,Poaceae,Poales,Magnoliopsida,Streptophyta,Viridiplantae
Bromus hordeaceus,Bromus hordeaceus,ncbi,Bromus hordeaceus,Bromus,Poaceae,Poales,Magnoliopsida,Streptophyta,Viridiplantae
Cynosurus cristatus,Cynosurus cristatus,ncbi,Cynosurus cristatus,Cynosurus,Poaceae,Poales,Magnoliopsida,Streptophyta,Viridiplantae
Deschampsia cespitosa,Deschampsia cespitosa,ncbi,Deschampsia cespitosa,Deschampsia,Poaceae,Poales,Magnoliopsida,Streptophyta,Viridiplantae
Elymus caninus,Elymus caninus,ncbi,Elymus caninus,Elymus,Poaceae,Poales,Magnoliopsida,Streptophyta,Viridiplantae
Elytrigia repens,Elytrigia repens,ncbi,Elymus repens,Elymus,Poaceae,Poales,Magnoliopsida,Streptophyta,Viridiplantae
Festuca pratensis,Festuca pratensis,ncbi,Festuca pratensis,Festuca,Poaceae,Poales,Magnoliopsida,Streptophyta,Viridiplantae
Festuca rubra,Festuca rubra,ncbi,Festuca rubra,Festuca,Poaceae,Poales,Magnoliopsida,Streptophyta,Viridiplantae
Glyceria fluitans,Glyceria fluitans,ncbi,Glyceria fluitans,Glyceria,Poaceae,Poales,Magnoliopsida,Streptophyta,Viridiplantae
Glyceria maxima,Glyceria maxima,ncbi,Glyceria maxima,Glyceria,Poaceae,Poales,Magnoliopsida,Streptophyta,Viridiplantae
Helictotrichon pratense,Helictotrichon pratense,ncbi,Helictochloa pratensis,Helictochloa,Poaceae,Poales,Magnoliopsida,Streptophyta,Viridiplantae
Hordeum murinum,Hordeum murinum,ncbi,Hordeum murinum,Hordeum,Poaceae,Poales,Magnoliopsida,Streptophyta,Viridiplantae
Hordeum secalinum,Hordeum secalinum,ncbi,Hordeum secalinum,Hordeum,Poaceae,Poales,Magnoliopsida,Streptophyta,Viridiplantae
Koeleria macrantha,Koeleria macrantha,ncbi,Koeleria macrantha,Koeleria,Poaceae,Poales,Magnoliopsida,Streptophyta,Viridiplantae
Festuca arundinacea,Festuca arundinacea,ncbi,Lolium arundinaceum,Lolium,Poaceae,Poales,Magnoliopsida,Streptophyta,Viridiplantae
Festuca gigantea ,Festuca gigantea ,ncbi,Lolium giganteum,Lolium,Poaceae,Poales,Magnoliopsida,Streptophyta,Viridiplantae
Lolium perenne,Lawn,ncbi,Lolium perenne,Lolium,Poaceae,Poales,Magnoliopsida,Streptophyta,Viridiplantae
Melica uniflora,Melica uniflora,ncbi,Melica uniflora,Melica,Poaceae,Poales,Magnoliopsida,Streptophyta,Viridiplantae
Milium effusum,Milium effusum,ncbi,Milium effusum,Milium,Poaceae,Poales,Magnoliopsida,Streptophyta,Viridiplantae
Phleum bertolonii,Phleum bertolonii,ncbi,Phleum pratense,Phleum,Poaceae,Poales,Magnoliopsida,Streptophyta,Viridiplantae
Phleum pratense,Phleum pratense,ncbi,Phleum pratense,Phleum,Poaceae,Poales,Magnoliopsida,Streptophyta,Viridiplantae
Phragmites australis,Phragmites australis,ncbi,Phragmites australis,Phragmites,Poaceae,Poales,Magnoliopsida,Streptophyta,Viridiplantae
Poa angustifolia,Poa angustifolia,ncbi,Poa pratensis,Poa,Poaceae,Poales,Magnoliopsida,Streptophyta,Viridiplantae
Poa nemoralis,Poa nemoralis,ncbi,Poa nemoralis,Poa,Poaceae,Poales,Magnoliopsida,Streptophyta,Viridiplantae
Poa pratensis,Poa pratensis,ncbi,Poa pratensis,Poa,Poaceae,Poales,Magnoliopsida,Streptophyta,Viridiplantae
Poa trivialis,Poa trivialis,ncbi,Poa trivialis,Poa,Poaceae,Poales,Magnoliopsida,Streptophyta,Viridiplantae
Trisetum flavescens,Trisetum flavescens,ncbi,Trisetum flavescens,Trisetum,Poaceae,Poales,Magnoliopsida,Streptophyta,Viridiplantae
Typha latifolia,Typha latifolia,ncbi,Typha latifolia,Typha,Typhaceae,Poales,Magnoliopsida,Streptophyta,Viridiplantae
Mahonia aquifolium,Mahonia aquifolium,ncbi,Berberis aquifolium,Berberis,Berberidaceae,Ranunculales,Magnoliopsida,Streptophyta,Viridiplantae
Chelidonium majus,Chelidonium majus,ncbi,Chelidonium majus,Chelidonium,Papaveraceae,Ranunculales,Magnoliopsida,Streptophyta,Viridiplantae
Corydalis ambigua,Corydalis ambigua,ncbi,Corydalis ambigua,Corydalis,Papaveraceae,Ranunculales,Magnoliopsida,Streptophyta,Viridiplantae
Fumaria officinalis,Fumaria officinalis,ncbi,Fumaria officinalis,Fumaria,Papaveraceae,Ranunculales,Magnoliopsida,Streptophyta,Viridiplantae
Papaver dubium,Papaver dubium,ncbi,Papaver dubium,Papaver,Papaveraceae,Ranunculales,Magnoliopsida,Streptophyta,Viridiplantae
Papaver rhoeas,Papaver rhoeas,ncbi,Papaver rhoeas,Papaver,Papaveraceae,Ranunculales,Magnoliopsida,Streptophyta,Viridiplantae
Papaver somniferum,Papaver somniferum,ncbi,Papaver somniferum,Papaver,Papaveraceae,Ranunculales,Magnoliopsida,Streptophyta,Viridiplantae
